Competitor Id,Competitor Name,Market,Product Name,Category Name,Sales Volume,Revenue,Profit Margin,Customer Satisfaction,Marketing Channel,Promotion Strategy,Shipping Efficiency,Return Rate,Customer Loyalty Index,Advertising Budget,Competitor Store Type,Product Availability
43,Global Distributors,Europe,Bridgestone e6 Straight Distance NFL Tennesse,Soccer,43485,189495.24,17.28,91,Content Marketing,Bundle Offers,2.63,5.93,50,9823.99,Hybrid,92.96
18,Delta Shop,Europe,LIJA Women's Mid-Length Panel Golf Shorts,Men's Footwear,20770,460595.6,11.25,96,Affiliate,Flash Sales,3.75,5.9,54,10998.65,Physical,74.29
35,Gamma Distributors,Europe,Garmin Approach S4 Golf GPS Watch,Accessories,38137,241866.82,12.63,78,Content Marketing,Discounts,7.08,1.86,79,30620.03,Online,95.2
12,Gamma Market,Pacific Asia,Baby sweater,Women's Golf Clubs,26434,230802.14,13.95,95,Social Media,Discounts,1.95,9.96,82,40238.33,Online,82.76
50,Alpha Mart,Pacific Asia,Titleist Pro V1x Golf Balls,Men's Footwear,21771,388224.23,24.8,71,PPC,Loyalty Programs,5.97,1.05,54,9354.85,Hybrid,94.25
15,Gamma Market,Africa,Titleist Pro V1x High Numbers Golf Balls,Books ,39312,112818.57,8.97,89,SEO,Discounts,1.45,8.83,85,42331.6,Physical,86.35
47,Gamma Mart,LATAM,O'Brien Men's Neoprene Life Vest,Basketball,1539,423977.71,20.58,89,Content Marketing,,4.19,7.69,65,30396.34,Online,76.76
47,Alpha Market,USCA,Men's gala suit,Cameras ,25513,89768.34,16.33,67,PPC,,4.0,6.46,73,24978.96,Physical,92.03
29,Delta Outlet,Pacific Asia,Under Armour Women's Micro G Skulpt Running S,Crafts,49708,158317.18,5.6,71,Social Media,,2.49,1.54,67,18716.37,Hybrid,77.26
42,Delta Retailers,Pacific Asia,Titleist Small Wheeled Travel Cover,Fitness Accessories,27339,208437.99,23.89,72,SEO,Bundle Offers,6.33,2.5,90,10331.62,Hybrid,87.16
18,Beta Market,Pacific Asia,O'Brien Men's Neoprene Life Vest,Fitness Accessories,22538,315985.81,14.84,76,Affiliate,Flash Sales,4.66,8.97,58,6805.95,Physical,98.73
1,United Retailers,Africa,Stiga Master Series ST3100 Competition Indoor,Cardio Equipment,3801,99299.15,17.32,86,Social Media,,2.69,3.02,58,22345.89,Physical,86.25
23,United Shop,Europe,Under Armour Women's Micro G Skulpt Running S,DVDs,7337,207757.3,18.72,63,SEO,Flash Sales,1.22,4.43,87,29618.61,Hybrid,83.64
3,Beta Mart,Africa,Fitbit The One Wireless Activity & Sleep Trac,Women's Clothing,33233,242507.19,12.78,92,SEO,Flash Sales,3.66,0.56,83,43309.81,Online,95.75
27,United Outlet,Pacific Asia,O'Brien Men's Neoprene Life Vest,Lacrosse,11725,286480.82,5.59,88,Social Media,Flash Sales,4.05,6.69,77,34518.07,Online,91.44
5,Alpha Mart,USCA,TaylorMade White Smoke IN-12 Putter,Cameras ,20703,107406.9,14.41,55,Affiliate,Flash Sales,9.09,0.01,71,33389.35,Online,96.55
19,Global Shop,LATAM,Titleist Pro V1x Golf Balls,Electronics,44746,203601.26,16.12,63,SEO,,3.75,3.92,94,28794.13,Physical,81.77
24,Alpha Outlet,Europe,Diamondback Boys' Insight 24 Performance Hybr,Soccer,8435,387538.36,12.56,57,PPC,Discounts,7.28,6.43,99,35735.61,Hybrid,73.41
40,Beta Outlet,Pacific Asia,CDs of rock,Golf Gloves,19123,459795.75,24.87,70,PPC,Discounts,1.3,3.78,50,29906.3,Hybrid,99.55
38,Epsilon Retailers,Europe,Hirzl Men's Hybrid Golf Glove,Kids' Golf Clubs,25480,210075.33,8.43,78,PPC,Flash Sales,6.43,9.95,98,32041.79,Online,94.93
4,Gamma Retailers,USCA,TYR Boys' Team Digi Jammer,Health and Beauty,16816,459855.87,13.96,65,SEO,Bundle Offers,6.75,7.51,72,14199.09,Physical,91.18
11,Global Retailers,USCA,Nike Dri-FIT Crew Sock 6 Pack,Boxing & MMA,37623,386500.95,16.73,92,Content Marketing,Loyalty Programs,8.37,2.41,89,12691.58,Hybrid,77.1
40,Delta Retailers,LATAM,GolfBuddy VT3 GPS Watch,Golf Bags & Carts,22123,275884.9,10.41,63,Email Marketing,Flash Sales,7.6,1.07,97,9185.35,Online,77.63
22,Beta Retailers,USCA,Team Golf Tennessee Volunteers Putter Grip,Boxing & MMA,4996,346119.44,22.8,68,Content Marketing,Bundle Offers,2.28,5.81,58,49444.66,Online,92.27
32,Gamma Store,Europe,Fitbit The One Wireless Activity & Sleep Trac,Men's Golf Clubs,26406,240667.42,11.99,94,PPC,Flash Sales,3.95,7.29,59,49462.48,Hybrid,76.93
17,Global Market,Europe,Smart watch ,Books ,49833,469052.18,18.38,59,Affiliate,Flash Sales,9.39,7.17,65,35858.26,Hybrid,79.97
20,Beta Outlet,Pacific Asia,Bridgestone e6 Straight Distance NFL Carolina,Computers,27994,375070.8,10.43,72,Content Marketing,Bundle Offers,4.51,2.21,69,39521.96,Online,74.75
34,Delta Market,Europe,Merrell Men's All Out Flash Trail Running Sho,Strength Training,18077,488860.45,20.93,77,Social Media,Discounts,7.34,1.62,86,31315.21,Physical,90.1
49,Global Store,USCA,LIJA Women's Mid-Length Panel Golf Shorts,Golf Apparel,18058,76989.33,18.36,94,PPC,Bundle Offers,6.58,6.52,63,40508.66,Hybrid,75.84
19,Premier Traders,LATAM,Brooks Women's Ghost 6 Running Shoe,As Seen on  TV!,17588,243008.13,20.35,77,SEO,Loyalty Programs,5.06,1.48,74,45296.36,Physical,90.36
5,Omega Retailers,LATAM,Garmin Forerunner 910XT GPS Watch,Women's Golf Clubs,20253,343729.87,9.97,100,Affiliate,,1.81,2.06,60,21770.8,Online,72.31
40,Alpha Market,Pacific Asia,Clicgear 8.0 Shoe Brush,DVDs,12381,306955.01,16.81,55,PPC,Bundle Offers,4.94,4.12,65,31296.94,Hybrid,75.88
36,United Traders,Pacific Asia,Under Armour Kids' Mercenary Slide,Health and Beauty,1175,173962.69,15.92,89,Affiliate,Bundle Offers,1.03,2.97,82,10045.08,Hybrid,79.62
13,Global Store,Pacific Asia,SOLE E35 Elliptical,Baby ,49571,329166.89,13.5,67,Social Media,Discounts,7.41,0.76,83,5308.54,Physical,79.56
36,Epsilon Mart,USCA,Team Golf San Francisco Giants Putter Grip,Crafts,30067,230946.22,17.85,55,Content Marketing,Flash Sales,4.09,0.21,95,38001.12,Hybrid,85.91
17,Global Retailers,USCA,LIJA Women's Eyelet Sleeveless Golf Polo,Cameras ,5581,180373.18,7.34,70,Content Marketing,Loyalty Programs,6.62,7.37,66,33025.1,Hybrid,85.71
5,Epsilon Retailers,Europe,Titleist Pro V1x Golf Balls,Shop By Sport,36968,73821.46,5.04,71,Social Media,Flash Sales,7.66,4.2,76,8282.41,Physical,90.91
41,Premier Retailers,USCA,Titleist Small Wheeled Travel Cover,Fishing,30928,393903.74,24.33,56,Social Media,Flash Sales,9.67,2.08,70,24011.1,Online,91.64
29,Delta Retailers,LATAM,Top Flite Women's 2014 XL Hybrid,Computers,23712,461004.93,21.96,57,PPC,Loyalty Programs,6.33,2.89,78,29996.17,Hybrid,83.07
22,Global Store,Africa,Clicgear Rovic Cooler Bag,Trade-In,7880,336648.43,8.1,100,Affiliate,Discounts,5.84,6.68,94,19116.0,Online,93.06
30,United Retailers,Europe,Brooks Women's Ghost 6 Running Shoe,Men's Clothing,18891,114568.15,6.69,67,SEO,,2.43,8.34,59,46071.36,Online,81.29
48,Gamma Outlet,Europe,Under Armour Kids' Mercenary Slide,Women's Golf Clubs,33602,145691.43,15.37,80,Email Marketing,,5.82,5.47,85,47961.63,Online,97.7
15,Gamma Retailers,USCA,Titleist Pro V1x High Numbers Golf Balls,Men's Clothing,44613,147346.83,17.0,61,Email Marketing,Loyalty Programs,7.78,5.69,65,23688.32,Physical,78.51
11,Delta Mart,LATAM,Garmin Forerunner 910XT GPS Watch,Computers,38046,216569.69,11.0,63,Content Marketing,Loyalty Programs,9.1,5.42,77,39061.03,Online,74.28
28,Delta Retailers,Europe,Polar Loop Activity Tracker,Computers,33941,109324.1,17.36,63,Content Marketing,,5.53,0.11,52,49694.6,Physical,75.78
9,Beta Traders,LATAM,Men's gala suit,Strength Training,45665,173371.07,20.64,50,PPC,Loyalty Programs,5.86,7.15,70,29054.84,Online,83.38
14,Global Shop,Pacific Asia,Titleist Small Wheeled Travel Cover,Trade-In,17944,92484.92,9.61,61,Content Marketing,,8.54,3.18,78,30109.16,Online,90.43
18,Global Traders,USCA,Glove It Women's Mod Oval Golf Glove,Music,27903,83110.1,8.19,56,SEO,Flash Sales,5.37,2.99,94,18431.11,Online,76.73
35,Global Distributors,LATAM,Team Golf Texas Longhorns Putter Grip,Shop By Sport,25852,495455.18,6.77,53,Email Marketing,Bundle Offers,1.8,4.3,97,39380.28,Online,80.19
5,Premier Market,Pacific Asia,Under Armour Kids' Mercenary Slide,Electronics,35892,450940.7,15.42,100,SEO,Flash Sales,7.17,8.64,65,24585.01,Online,74.72
39,Gamma Market,Pacific Asia,Pelican Maverick 100X Kayak,Golf Bags & Carts,42985,348957.82,19.95,84,PPC,Flash Sales,3.35,1.3,73,29120.12,Hybrid,75.97
13,Premier Retailers,LATAM,Diamondback Girls' Clarity 24 Hybrid Bike 201,Sporting Goods,19304,137273.2,14.59,81,Email Marketing,,4.47,3.96,73,41562.72,Hybrid,89.07
31,Epsilon Outlet,Africa,Ogio Race Golf Shoes,Indoor/Outdoor Games,41070,105127.03,22.91,59,Content Marketing,Bundle Offers,3.25,3.88,86,34937.99,Online,86.31
34,Omega Market,LATAM,Pelican Sunstream 100 Kayak,Men's Clothing,12804,456773.0,18.3,68,SEO,Flash Sales,8.07,1.95,95,19666.62,Physical,73.49
45,Alpha Store,Africa,Adult dog supplies,Golf Gloves,9527,83365.37,18.29,98,Content Marketing,Flash Sales,6.62,4.14,95,10142.07,Physical,85.33
13,Premier Retailers,Pacific Asia,Glove It Urban Brick Golf Towel,Cardio Equipment,17236,423178.98,23.79,53,PPC,Flash Sales,1.57,6.22,56,21294.87,Physical,70.57
39,Delta Retailers,Europe,Summer dresses,Lacrosse,44966,443801.34,21.39,91,Email Marketing,Discounts,7.46,6.6,83,32053.03,Physical,72.35
12,Beta Retailers,USCA,Nike Men's Free 5.0+ Running Shoe,Lacrosse,42825,221169.79,23.55,96,Email Marketing,Bundle Offers,3.57,4.27,71,12667.0,Hybrid,81.2
4,United Market,LATAM,Bridgestone e6 Straight Distance NFL Carolina,Crafts,7043,341344.97,10.99,67,Content Marketing,Flash Sales,2.74,8.88,89,38427.94,Online,99.45
46,United Retailers,Europe,Under Armour Hustle Storm Medium Duffle Bag,Hunting & Shooting,2275,424860.91,10.93,55,PPC,Discounts,8.83,2.7,65,43511.01,Online,81.92
24,Global Retailers,LATAM,Nike Women's Legend V-Neck T-Shirt,Women's Clothing,39256,239612.41,21.29,89,PPC,Discounts,1.35,1.26,95,39847.62,Hybrid,70.93
26,Alpha Traders,Europe,Porcelain crafts,Camping & Hiking,15524,200036.92,20.84,77,Email Marketing,Loyalty Programs,3.61,4.22,71,27542.91,Online,73.92
6,Delta Traders,Africa,GolfBuddy VT3 GPS Watch,Crafts,20164,113723.11,15.44,61,Email Marketing,Discounts,4.79,4.9,89,48415.3,Online,71.08
33,Elite Traders,Africa,TaylorMade Women's RBZ SL Rescue,Baseball & Softball,20342,366139.75,10.83,86,PPC,Loyalty Programs,1.17,4.41,78,19597.62,Physical,89.48
38,Premier Outlet,USCA,Diamondback Girls' Clarity 24 Hybrid Bike 201,Water Sports,30941,494792.43,19.31,54,SEO,Loyalty Programs,8.26,8.0,85,43277.93,Online,81.4
23,Alpha Traders,Europe,GolfBuddy VT3 GPS Watch,Electronics,45343,411784.2,23.34,75,Affiliate,Discounts,4.5,6.71,94,20218.0,Hybrid,89.37
47,Elite Outlet,LATAM,Merrell Women's Grassbow Sport Waterproof Hik,Video Games,17240,425781.18,11.56,84,Email Marketing,Loyalty Programs,2.2,3.0,56,8304.54,Physical,81.84
2,Global Store,Europe,MDGolf Pittsburgh Penguins Putter,DVDs,38129,61408.25,21.91,60,Social Media,Discounts,8.94,9.79,88,12533.86,Hybrid,94.79
16,Gamma Market,LATAM,adidas Men's F10 Messi TRX FG Soccer Cleat,Camping & Hiking,40322,175600.31,10.46,58,Affiliate,Discounts,3.98,2.57,79,47078.43,Online,74.72
44,Delta Mart,Pacific Asia,Under Armour Hustle Storm Medium Duffle Bag,Fishing,30666,426268.66,18.18,87,Social Media,Discounts,6.13,5.73,70,40084.39,Hybrid,91.37
15,Delta Shop,Africa,Bushnell Pro X7 Jolt Slope Rangefinder,Kids' Golf Clubs,6730,492462.21,16.51,51,Email Marketing,Flash Sales,7.25,5.66,80,49075.48,Physical,70.72
11,Alpha Mart,USCA,Baby sweater,Fishing,20009,292464.56,11.66,54,Email Marketing,,9.68,2.32,70,48522.05,Hybrid,81.22
44,United Shop,Europe,Hirzl Women's Soffft Flex Golf Glove,Hunting & Shooting,41358,408493.99,19.11,82,Email Marketing,Discounts,9.66,9.1,82,25609.01,Physical,81.69
20,Delta Outlet,Africa,Mio ALPHA Heart Rate Monitor/Sport Watch,Health and Beauty,2891,195136.12,15.31,93,Email Marketing,Flash Sales,1.54,0.02,92,49883.03,Hybrid,72.34
10,Premier Mart,LATAM,Glove It Urban Brick Golf Towel,Fishing,33930,423278.27,10.56,72,Email Marketing,Flash Sales,8.87,3.98,62,22781.38,Online,91.5
47,Premier Market,Europe,SOLE E25 Elliptical,Cameras ,23639,58547.73,12.07,66,Content Marketing,Bundle Offers,4.61,5.0,82,36062.82,Hybrid,87.89
23,Alpha Mart,Pacific Asia,Bridgestone e6 Straight Distance NFL San Dieg,Accessories,29529,362370.83,8.16,75,Email Marketing,,6.44,9.48,55,46993.75,Online,89.71
20,Beta Mart,USCA,Bowflex SelectTech 1090 Dumbbells,Cleats,23986,494567.22,13.8,59,SEO,Bundle Offers,5.7,6.26,53,30766.84,Hybrid,89.62
5,Delta Market,USCA,Under Armour Girls' Toddler Spine Surge Runni,Golf Bags & Carts,39713,385347.94,15.62,62,Content Marketing,Flash Sales,1.04,3.67,83,24763.23,Hybrid,99.87
49,Global Traders,Pacific Asia,Pelican Maverick 100X Kayak,Women's Apparel,16992,64118.25,21.1,89,Affiliate,,5.78,4.84,96,27564.52,Online,79.49
12,Epsilon Traders,USCA,Garmin Forerunner 910XT GPS Watch,Girls' Apparel,18298,119720.67,16.7,51,SEO,Flash Sales,7.08,5.57,77,8418.5,Hybrid,81.33
40,Gamma Outlet,USCA,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,Kids' Golf Clubs,10191,242784.46,15.42,89,PPC,Discounts,7.49,9.43,98,13228.14,Online,94.32
40,Alpha Distributors,LATAM,O'Brien Men's Neoprene Life Vest,Men's Clothing,34311,392343.14,18.73,54,SEO,Flash Sales,2.77,9.14,78,42860.95,Hybrid,72.91
2,Elite Shop,Europe,Team Golf St. Louis Cardinals Putter Grip,Hunting & Shooting,45036,239713.86,7.39,78,Email Marketing,Loyalty Programs,6.32,2.73,100,16878.74,Physical,81.66
4,Elite Market,Europe,Garmin Forerunner 910XT GPS Watch,CDs ,47637,246469.19,6.53,82,SEO,Loyalty Programs,7.04,1.75,68,41439.24,Physical,84.99
12,Omega Retailers,LATAM,Field & Stream Sportsman 16 Gun Fire Safe,Kids' Golf Clubs,30677,178492.52,23.66,67,Content Marketing,Bundle Offers,2.78,9.05,65,38647.81,Online,91.05
28,Beta Distributors,USCA,MDGolf Pittsburgh Penguins Putter,Kids' Golf Clubs,14765,317357.63,23.47,87,PPC,Discounts,6.53,5.57,84,37307.39,Physical,71.94
14,Epsilon Mart,LATAM,Team Golf Texas Longhorns Putter Grip,Golf Bags & Carts,49845,333241.33,13.14,54,Email Marketing,Flash Sales,8.6,5.02,72,31716.39,Online,88.92
13,Beta Distributors,Africa,Dell Laptop,Soccer,20222,190164.91,18.31,64,Email Marketing,Flash Sales,2.95,6.8,78,12099.09,Physical,89.56
44,Delta Store,Europe,Under Armour Women's Ignite Slide,Fishing,43284,60186.67,6.5,87,SEO,Discounts,1.6,5.66,53,41100.82,Physical,71.22
21,Alpha Mart,USCA,Field & Stream Sportsman 16 Gun Fire Safe,Lacrosse,12771,58447.56,24.8,87,Email Marketing,Flash Sales,1.62,9.99,99,13416.52,Hybrid,93.61
6,Delta Store,Europe,Merrell Women's Siren Mid Waterproof Hiking B,DVDs,37248,112437.54,16.24,60,Content Marketing,,2.71,2.11,62,32709.0,Online,87.7
37,Premier Retailers,Europe,Nike Men's Free TR 5.0 TB Training Shoe,Garden,4134,342576.16,13.36,98,Affiliate,Bundle Offers,4.03,0.07,71,41299.65,Hybrid,75.94
25,Omega Shop,USCA,Lawn mower,Basketball,3532,74114.34,20.1,81,Email Marketing,,5.03,4.79,95,18327.1,Hybrid,91.47
28,Alpha Retailers,USCA,Perfect Fitness Perfect Rip Deck,Men's Golf Clubs,39197,348390.73,11.53,50,Email Marketing,Discounts,4.28,8.53,59,10635.15,Online,87.01
12,Premier Store,Europe,LIJA Women's Argyle Golf Polo,Women's Golf Clubs,5025,323403.86,12.35,80,Content Marketing,,1.06,5.69,61,9334.25,Physical,99.74
31,Alpha Distributors,Africa,Pelican Maverick 100X Kayak,Shop By Sport,16067,142930.86,8.51,56,Affiliate,Loyalty Programs,6.12,8.04,86,43786.71,Online,96.6
46,Epsilon Mart,USCA,Team Golf St. Louis Cardinals Putter Grip,Pet Supplies,23005,410588.34,24.31,97,Email Marketing,Loyalty Programs,3.17,2.88,74,42720.41,Hybrid,75.33
5,Epsilon Retailers,Africa,Hirzl Women's Soffft Flex Golf Glove,Women's Golf Clubs,17793,435601.04,7.35,74,SEO,Loyalty Programs,8.58,7.88,66,24371.9,Online,73.93
20,Elite Distributors,USCA,Bridgestone e6 Straight Distance NFL Carolina,Baby ,8904,168012.38,23.45,87,Affiliate,Loyalty Programs,2.28,1.94,61,41047.18,Online,90.94
29,Gamma Distributors,USCA,Nike Men's Fingertrap Max Training Shoe,CDs ,18996,381654.81,22.85,61,PPC,Bundle Offers,6.24,7.41,55,44901.57,Hybrid,98.34
6,Delta Shop,LATAM,Nike Men's Free TR 5.0 TB Training Shoe,Men's Footwear,6898,289164.57,10.54,86,Social Media,Discounts,1.12,5.41,71,5497.68,Physical,75.89
15,Epsilon Outlet,Africa,adidas Men's Germany Black Crest Away Tee,As Seen on  TV!,34013,279941.21,9.79,51,Email Marketing,Loyalty Programs,2.67,3.82,61,38096.35,Physical,91.92
10,Global Traders,USCA,Glove It Women's Mod Oval 3-Zip Carry All Gol,Fitness Accessories,15276,279181.4,6.48,60,Content Marketing,Flash Sales,5.71,8.21,60,49143.24,Physical,94.65
15,Premier Distributors,LATAM,Toys ,Pet Supplies,19807,497281.28,23.04,58,Content Marketing,,3.65,1.87,93,13471.46,Physical,82.37
13,Gamma Outlet,Pacific Asia,Titleist Pro V1x High Numbers Personalized Go,Basketball,13837,488715.69,18.89,99,Email Marketing,Loyalty Programs,3.77,2.54,79,45193.88,Hybrid,88.34
43,Alpha Traders,LATAM,Under Armour Women's Ignite PIP VI Slide,Video Games,14100,427043.41,17.25,88,SEO,,2.88,5.51,100,27589.12,Online,97.11
19,Epsilon Shop,Pacific Asia,adidas Men's F10 Messi TRX FG Soccer Cleat,Men's Clothing,6861,376567.05,10.29,58,SEO,Bundle Offers,3.59,9.35,95,43128.87,Physical,80.56
17,United Outlet,Pacific Asia,Top Flite Women's 2014 XL Hybrid,Women's Clothing,17667,372918.44,10.72,94,Email Marketing,Bundle Offers,4.74,7.33,75,46104.93,Hybrid,86.67
21,Global Shop,USCA,Industrial consumer electronics,Tennis & Racquet,14929,86203.75,5.36,57,Affiliate,Loyalty Programs,7.42,4.22,64,8814.67,Hybrid,92.69
48,Global Mart,Europe,Bridgestone e6 Straight Distance NFL San Dieg,Accessories,22239,496795.63,9.79,59,Social Media,Discounts,7.62,9.32,76,18445.48,Hybrid,88.12
30,Premier Outlet,USCA,GoPro HERO3+ Black Edition Camera,Camping & Hiking,33724,303364.14,19.37,65,Content Marketing,Flash Sales,5.48,7.91,73,21234.5,Physical,99.96
4,Omega Shop,USCA,Fighting video games,Books ,29017,271608.52,15.46,98,Content Marketing,Bundle Offers,4.47,4.78,71,7487.06,Online,92.06
21,Alpha Mart,USCA,Titleist Club Glove Travel Cover,Hunting & Shooting,32631,129870.08,23.12,75,PPC,Flash Sales,9.09,8.63,78,36437.92,Hybrid,86.25
5,United Mart,LATAM,LIJA Women's Mid-Length Panel Golf Shorts,Baby ,47457,84783.31,17.87,85,Content Marketing,,4.56,6.79,67,22846.62,Online,86.45
2,Elite Outlet,Pacific Asia,Under Armour Kids' Mercenary Slide,Accessories,10062,151129.0,24.29,89,Content Marketing,Discounts,2.66,9.14,97,5088.41,Physical,80.26
26,Gamma Traders,Pacific Asia,adidas Men's F10 Messi TRX FG Soccer Cleat,Accessories,11682,124177.26,21.14,58,Social Media,Loyalty Programs,9.88,2.01,64,21368.16,Online,79.76
2,Delta Market,Europe,Titleist Pro V1x Golf Balls,Children's Clothing,3927,68261.54,22.79,50,Email Marketing,Discounts,4.51,7.71,90,23118.3,Hybrid,91.91
14,Premier Distributors,LATAM,Hirzl Women's Soffft Flex Golf Glove,Women's Clothing,27492,123151.13,18.02,56,Affiliate,Discounts,6.8,5.9,50,48482.46,Hybrid,98.88
41,Alpha Shop,Europe,Cleveland Golf Women's 588 RTX CB Satin Chrom,Trade-In,6191,105012.58,19.81,79,Social Media,Flash Sales,8.32,7.05,94,28664.16,Hybrid,82.87
4,United Outlet,Africa,Hirzl Women's Hybrid Golf Glove,Toys,4306,448088.88,21.21,93,Social Media,Flash Sales,9.97,2.75,65,28103.19,Physical,86.09
45,Alpha Traders,LATAM,Titleist Pro V1x High Numbers Golf Balls,Women's Golf Clubs,9501,411753.77,17.9,96,SEO,Discounts,8.3,8.58,55,17393.06,Online,92.49
39,United Mart,USCA,Titleist Pro V1x Golf Balls,Tennis & Racquet,12123,405010.23,5.57,67,Affiliate,Bundle Offers,5.92,9.69,50,14612.8,Online,80.19
31,Gamma Mart,USCA,Nike Men's Dri-FIT Victory Golf Polo,Camping & Hiking,29438,200445.05,8.87,94,Email Marketing,Loyalty Programs,4.44,9.29,66,34520.22,Physical,71.15
26,United Retailers,Pacific Asia,Glove It Women's Imperial Golf Glove,Cardio Equipment,45300,177123.87,14.28,77,Social Media,Loyalty Programs,2.2,7.33,61,33882.08,Online,79.73
20,Delta Retailers,USCA,Rock music,Kids' Golf Clubs,30916,66277.59,14.9,78,Affiliate,Discounts,3.03,5.79,54,42590.66,Physical,98.34
26,Global Outlet,USCA,Toys ,Strength Training,23459,263221.5,12.78,53,Email Marketing,Bundle Offers,5.93,7.34,77,14655.92,Hybrid,82.78
42,Epsilon Market,Africa,Titleist Pro V1 High Numbers Personalized Gol,Women's Apparel,26564,434075.19,7.8,86,Email Marketing,Loyalty Programs,1.23,4.91,73,20190.49,Online,77.88
49,United Outlet,Pacific Asia,Adult dog supplies,Girls' Apparel,10176,495601.98,18.54,50,Social Media,Loyalty Programs,5.06,9.04,89,37004.42,Physical,87.63
20,Omega Distributors,Africa,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,Books ,7074,356985.67,7.5,91,SEO,Flash Sales,1.36,1.43,52,38979.45,Physical,94.83
30,Elite Mart,Pacific Asia,Cleveland Golf Collegiate My Custom Wedge 588,Men's Clothing,7419,105340.14,19.32,93,Content Marketing,Bundle Offers,6.0,3.49,83,7585.8,Online,72.36
32,Omega Mart,LATAM,Team Golf Pittsburgh Steelers Putter Grip,Health and Beauty,12468,68456.3,20.31,63,Email Marketing,Discounts,5.96,5.14,97,49786.15,Hybrid,92.26
48,Omega Retailers,Europe,Brooks Women's Ghost 6 Running Shoe,Hockey,18026,434642.74,23.96,57,Social Media,Flash Sales,2.04,2.74,74,25490.65,Hybrid,96.83
47,Alpha Market,USCA,Bridgestone e6 Straight Distance NFL Tennesse,Books ,48553,360788.34,24.63,82,SEO,Discounts,1.54,2.82,85,33620.69,Online,93.12
30,Epsilon Market,Africa,Mio ALPHA Heart Rate Monitor/Sport Watch,Golf Shoes,47108,116456.56,10.41,89,Email Marketing,Discounts,1.99,1.96,83,44663.88,Hybrid,84.99
3,Omega Retailers,Pacific Asia,Columbia Men's PFG Anchor Tough T-Shirt,Indoor/Outdoor Games,14171,361684.15,10.87,68,Affiliate,Discounts,3.25,4.4,59,16323.01,Hybrid,88.64
5,Beta Retailers,LATAM,Rock music,Fishing,15514,311036.51,12.78,54,Content Marketing,Discounts,3.51,5.08,99,26734.02,Online,76.11
7,Gamma Distributors,LATAM,Titleist Pro V1x Golf Balls,Cleats,44302,473240.55,20.91,60,Content Marketing,Loyalty Programs,1.48,8.74,78,31861.58,Hybrid,83.01
48,Global Traders,Pacific Asia,Glove It Urban Brick Golf Towel,Men's Golf Clubs,8179,204723.68,11.3,94,Content Marketing,Flash Sales,1.08,0.5,99,19446.42,Online,90.11
42,Premier Distributors,LATAM,adidas Youth Germany Black/Red Away Match Soc,DVDs,40879,413421.57,9.5,93,Affiliate,Loyalty Programs,4.25,3.18,50,23795.28,Online,89.66
47,Elite Mart,Africa,Team Golf Pittsburgh Steelers Putter Grip,Men's Golf Clubs,7333,399562.28,21.4,93,Affiliate,Discounts,1.34,5.98,100,42093.18,Hybrid,70.42
28,Epsilon Traders,LATAM,Nike Men's Dri-FIT Victory Golf Polo,Women's Golf Clubs,21744,412771.59,15.28,51,Social Media,Flash Sales,5.71,7.42,84,41197.48,Online,81.05
36,Epsilon Traders,LATAM,Hirzl Women's Soffft Flex Golf Glove,Women's Apparel,12997,330906.91,21.64,54,Social Media,Flash Sales,5.67,6.21,73,31425.01,Physical,77.71
13,Beta Store,USCA,Merrell Men's All Out Flash Trail Running Sho,Strength Training,44218,374947.26,18.94,86,PPC,Bundle Offers,3.9,7.02,78,7303.37,Online,90.91
39,Omega Market,Europe,Bridgestone e6 Straight Distance NFL Tennesse,Cameras ,38754,474041.69,21.07,67,PPC,Loyalty Programs,9.59,2.45,92,13134.99,Hybrid,86.84
35,Global Shop,Pacific Asia,Bag Boy M330 Push Cart,Cameras ,11834,83166.4,14.88,100,Affiliate,Loyalty Programs,7.84,4.99,88,30775.35,Online,97.16
48,Beta Retailers,Pacific Asia,Merrell Women's Grassbow Sport Waterproof Hik,Golf Shoes,32339,426629.23,19.84,96,PPC,,2.78,1.01,89,39381.8,Hybrid,92.31
49,Premier Retailers,Pacific Asia,Titleist Club Glove Travel Cover,Music,27194,138318.52,8.87,91,SEO,Discounts,4.99,5.45,65,26297.63,Hybrid,99.91
24,Premier Traders,Europe,Ogio Race Golf Shoes,Men's Footwear,40057,371532.39,8.53,69,SEO,,9.87,3.13,80,36665.77,Hybrid,91.74
28,Alpha Store,Africa,Pelican Sunstream 100 Kayak,Hunting & Shooting,45669,447374.67,17.23,99,Content Marketing,,8.61,6.35,63,30624.76,Online,84.03
36,Omega Traders,LATAM,Glove It Women's Mod Oval 3-Zip Carry All Gol,Golf Shoes,47611,292595.51,5.67,61,SEO,Bundle Offers,4.17,0.13,100,42644.68,Online,96.39
2,Beta Retailers,USCA,Cleveland Golf Women's 588 RTX CB Satin Chrom,Hunting & Shooting,20020,131898.71,14.89,90,Social Media,,5.38,1.28,91,31804.72,Online,84.65
30,Elite Shop,Pacific Asia,Perfect Fitness Perfect Rip Deck,Music,44102,140856.26,9.61,76,Content Marketing,Discounts,2.71,4.61,97,44634.01,Physical,94.12
